,rank,id,artist,song,year,query,searcher,clean_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature
503,4,504,Fetty Wap,Trap Queen,2015,Fetty Wap,Fetty Wap Trap Queen,Fetty Wap,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,3.70155,4
504,5,505,Maroon 5,Sugar,2015,Maroon 5,Maroon 5 Sugar,Maroon 5,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,3.9248833333333333,4
505,6,506,Walk the Moon,Shut Up and Dance,2015,Walk the,Walk the Shut Up and Dance,WALK THE MOON,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,3.318,4
506,7,507,Taylor Swift,Blank Space,2015,Taylor Swift,Taylor Swift Blank Space,Taylor Swift,0.752,0.678,5,-5.421,1,0.0646,0.085,1.64e-06,0.13,0.583,96.009,3.863783333333333,4
507,8,508,Silentó,Watch Me,2015,Silentó,Silentó Watch Me,Silentó,0.821,0.759,8,-8.541,1,0.121,0.247,0.0,0.321,0.962,140.01,3.085716666666667,4
508,9,509,The Weeknd,Earned It,2015,The Weeknd,The Weeknd Earned It,The Weeknd,0.659,0.291,2,-8.275,0,0.0348,0.405,0.0,0.0771,0.406,119.829,4.628,3
509,10,510,The Weeknd,The Hills,2015,The Weeknd,The Weeknd The Hills,The Weeknd,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,4.03755,4
510,11,511,OMI,Cheerleader,2015,OMI,OMI Cheerleader,OMI,0.78,0.68,4,-6.081,1,0.0305,0.141,1.2e-05,0.138,0.594,118.026,3.009333333333333,4
511,12,512,The Weeknd,Can't Feel My Face,2015,The Weeknd,The Weeknd Can't Feel My Face,The Weeknd,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949,3.558666666666667,4
512,13,513,Ellie Goulding,Love Me Like You Do,2015,Ellie Goulding,Ellie Goulding Love Me Like You Do,Ellie Goulding,0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857,4.2089,4
513,14,514,Hozier,Take Me to Church,2015,Hozier,Hozier Take Me to Church,Hozier,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,4.028216666666666,4
514,15,515,Taylor Swift featuring Kendrick Lamar,Bad Blood,2015,Taylor Swift,Taylor Swift Bad Blood,Taylor Swift,0.652,0.802,7,-6.114,1,0.181,0.0871,6.45e-06,0.148,0.295,170.157,3.532216666666667,4
515,16,516,Major Lazer and DJ Snake featuring MØ,Lean On,2015,Major Lazer,Major Lazer Lean On,Major Lazer,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,2.9426833333333335,4
515,16,516,Major Lazer and DJ Snake featuring MØ,Lean On,2015,Major Lazer,Major Lazer Lean On,MØ,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,2.9426833333333335,4
515,16,516,Major Lazer and DJ Snake featuring MØ,Lean On,2015,Major Lazer,Major Lazer Lean On,DJ Snake,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,2.9426833333333335,4
516,17,517,Jason Derulo,Want to Want Me,2015,Jason Derulo,Jason Derulo Want to Want Me,Jason Derulo,0.775,0.68,0,-5.508,0,0.0629,0.00906,0.0,0.109,0.656,114.025,3.4619833333333334,4
517,18,518,Taylor Swift,Shake It Off,2015,Taylor Swift,Taylor Swift Shake It Off,Taylor Swift,0.648,0.8,7,-5.384,1,0.165,0.0639,0.0,0.334,0.942,160.068,3.6533333333333333,4
518,19,519,Skrillex and Diplo featuring Justin Bieber,Where Are Ü Now,2015,Skrillex and,Skrillex and Where Are Ü Now,Jack Ü,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,4.171433333333334,4
518,19,519,Skrillex and Diplo featuring Justin Bieber,Where Are Ü Now,2015,Skrillex and,Skrillex and Where Are Ü Now,Skrillex,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,4.171433333333334,4
518,19,519,Skrillex and Diplo featuring Justin Bieber,Where Are Ü Now,2015,Skrillex and,Skrillex and Where Are Ü Now,Diplo,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,4.171433333333334,4
518,19,519,Skrillex and Diplo featuring Justin Bieber,Where Are Ü Now,2015,Skrillex and,Skrillex and Where Are Ü Now,Justin Bieber,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,4.171433333333334,4
519,20,520,Rachel Platten,Fight Song,2015,Rachel Platten,Rachel Platten Fight Song,Rachel Platten,0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924,3.4002166666666667,4
520,21,521,Fetty Wap featuring Remy Boyz,679,2015,Fetty Wap,Fetty Wap 679,Fetty Wap,0.618,0.717,7,-5.738,1,0.318,0.00256,0.0,0.625,0.603,190.05,3.278216666666667,4
520,21,521,Fetty Wap featuring Remy Boyz,679,2015,Fetty Wap,Fetty Wap 679,Remy Boyz,0.618,0.717,7,-5.738,1,0.318,0.00256,0.0,0.625,0.603,190.05,3.278216666666667,4
521,22,522,Meghan Trainor,Lips Are Movin,2015,Meghan Trainor,Meghan Trainor Lips Are Movin,Meghan Trainor,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,3.04445,4
522,23,523,Fifth Harmony featuring Kid Ink,Worth It,2015,Fifth Harmony,Fifth Harmony Worth It,Fifth Harmony,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,3.7428833333333333,4
522,23,523,Fifth Harmony featuring Kid Ink,Worth It,2015,Fifth Harmony,Fifth Harmony Worth It,Kid Ink,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,3.7428833333333333,4
523,24,524,Omarion featuring Chris Brown and Jhené Aiko,Post to Be,2015,Omarion featuring,Omarion  Post to Be,Omarion,0.733,0.676,10,-5.655,0,0.0432,0.0697,0.0,0.208,0.701,97.448,3.77635,4
523,24,524,Omarion featuring Chris Brown and Jhené Aiko,Post to Be,2015,Omarion featuring,Omarion  Post to Be,Chris Brown,0.733,0.676,10,-5.655,0,0.0432,0.0697,0.0,0.208,0.701,97.448,3.77635,4
523,24,524,Omarion featuring Chris Brown and Jhené Aiko,Post to Be,2015,Omarion featuring,Omarion  Post to Be,Jhené Aiko,0.733,0.676,10,-5.655,0,0.0432,0.0697,0.0,0.208,0.701,97.448,3.77635,4
524,25,525,Andy Grammer,"Honey, I'm Good.",2015,Andy Grammer,"Andy Grammer Honey, I'm Good.",Andy Grammer,0.752,0.775,9,-7.289,1,0.0546,0.0324,0.0,0.351,0.595,122.014,3.32105,4
525,26,526,Sam Smith,I'm Not the Only One,2015,Sam Smith,Sam Smith I'm Not the Only One,Sam Smith,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,3.9886166666666667,4
526,27,527,Selena Gomez featuring ASAP Rocky,Good for You,2015,Selena Gomez,Selena Gomez Good for You,Selena Gomez,0.607,0.673,5,-6.484,0,0.0611,0.181,0.0,0.069,0.215,88.952,3.688,4
526,27,527,Selena Gomez featuring ASAP Rocky,Good for You,2015,Selena Gomez,Selena Gomez Good for You,A$AP Rocky,0.607,0.673,5,-6.484,0,0.0611,0.181,0.0,0.069,0.215,88.952,3.688,4
527,28,528,Meghan Trainor,All About That Bass,2015,Meghan Trainor,Meghan Trainor All About That Bass,Meghan Trainor,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,3.132,4
528,29,529,Taylor Swift,Style,2015,Taylor Swift,Taylor Swift Style,Taylor Swift,0.598,0.786,2,-5.572,1,0.0382,0.00256,0.00143,0.117,0.456,95.021,3.85,4
529,30,530,Drake,Hotline Bling,2015,Drake,Drake Hotline Bling,Drake,0.891,0.625,2,-7.861,1,0.0558,0.00261,0.000176,0.0504,0.548,134.967,4.451116666666667,4
530,31,531,"David Guetta featuring Nicki Minaj, Bebe Rexha and Afrojack",Hey Mama,2015,David Guetta,David Guetta Hey Mama,David Guetta,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979,3.2093333333333334,4
530,31,531,"David Guetta featuring Nicki Minaj, Bebe Rexha and Afrojack",Hey Mama,2015,David Guetta,David Guetta Hey Mama,Afrojack,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979,3.2093333333333334,4
530,31,531,"David Guetta featuring Nicki Minaj, Bebe Rexha and Afrojack",Hey Mama,2015,David Guetta,David Guetta Hey Mama,Bebe Rexha,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979,3.2093333333333334,4
530,31,531,"David Guetta featuring Nicki Minaj, Bebe Rexha and Afrojack",Hey Mama,2015,David Guetta,David Guetta Hey Mama,Nicki Minaj,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979,3.2093333333333334,4
531,32,532,Flo Rida featuring Sage the Gemini and Lookas,G.D.F.R.,2015,Flo Rida,Flo Rida G.D.F.R.,David Guetta - Nicki Minaj - Flo Rida,0.656,0.863,0,-3.238,0,0.0412,0.037,0.0,0.0989,0.536,129.847,3.558,4
532,33,533,Justin Bieber,What Do You Mean?,2015,Justin Bieber,Justin Bieber What Do You Mean?,Justin Bieber,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,3.428,4
533,34,534,Ed Sheeran,Photograph,2015,Ed Sheeran,Ed Sheeran Photograph,Ed Sheeran,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,4.31645,4
534,35,535,Adele,Hello,2015,Adele,Adele Hello,Adele,0.481,0.451,5,-6.095,0,0.0347,0.336,0.0,0.0872,0.289,157.966,4.924883333333334,4
535,36,536,Shawn Mendes,Stitches,2015,Shawn Mendes,Shawn Mendes Stitches,Shawn Mendes,0.752,0.754,1,-6.684,1,0.0615,0.0151,0.0,0.0486,0.755,149.789,3.448,4
536,37,537,Tove Lo,Talking Body,2015,Tove Lo,Tove Lo Talking Body,Tove Lo,0.736,0.761,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999,3.9737833333333334,4
537,38,538,Nick Jonas,Jealous,2015,Nick Jonas,Nick Jonas Jealous,Nick Jonas,0.684,0.71,11,-3.614,0,0.0779,0.0132,0.0,0.444,0.451,93.007,3.703116666666667,4
537,38,538,Nick Jonas,Jealous,2015,Nick Jonas,Nick Jonas Jealous,Tinashe,0.684,0.71,11,-3.614,0,0.0779,0.0132,0.0,0.444,0.451,93.007,3.703116666666667,4
538,39,539,Pitbull and Ne-Yo,Time of Our Lives,2015,Pitbull and,Pitbull and Time of Our Lives,Pop Beatz,0.871,0.68,8,-9.531,1,0.391,0.37,0.0,0.086,0.635,123.975,3.84,4
539,40,540,R. City featuring Adam Levine,Locked Away,2015,R. City,R. City Locked Away,R. City,0.508,0.677,1,-5.696,1,0.0656,0.328,0.0,0.0491,0.575,121.928,3.788,5
539,40,540,R. City featuring Adam Levine,Locked Away,2015,R. City,R. City Locked Away,Adam Levine,0.508,0.677,1,-5.696,1,0.0656,0.328,0.0,0.0491,0.575,121.928,3.788,5
540,41,541,Natalie La Rose featuring Jeremih,Somebody,2015,Natalie La,Natalie La Somebody,Natalie La Rose,0.83,0.52,0,-8.714,1,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99,3.1651166666666666,4
540,41,541,Natalie La Rose featuring Jeremih,Somebody,2015,Natalie La,Natalie La Somebody,Jeremih,0.83,0.52,0,-8.714,1,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99,3.1651166666666666,4
541,42,542,"Rihanna, Kanye West and Paul McCartney",FourFiveSeconds,2015,"Rihanna, Kanye","Rihanna, Kanye FourFiveSeconds",Rihanna,0.582,0.272,2,-5.662,1,0.0501,0.875,0.0,0.13,0.354,205.846,3.1373,4
541,42,542,"Rihanna, Kanye West and Paul McCartney",FourFiveSeconds,2015,"Rihanna, Kanye","Rihanna, Kanye FourFiveSeconds",Kanye West,0.582,0.272,2,-5.662,1,0.0501,0.875,0.0,0.13,0.354,205.846,3.1373,4
541,42,542,"Rihanna, Kanye West and Paul McCartney",FourFiveSeconds,2015,"Rihanna, Kanye","Rihanna, Kanye FourFiveSeconds",Paul McCartney,0.582,0.272,2,-5.662,1,0.0501,0.875,0.0,0.13,0.354,205.846,3.1373,4
542,43,543,Fall Out Boy,Centuries,2015,Fall Out,Fall Out Centuries,Fall Out Boy,0.394,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.044,3.806,4
543,44,544,Fetty Wap featuring Monty,My Way,2015,Fetty Wap,Fetty Wap My Way,Fetty Wap,0.748,0.741,6,-3.103,1,0.0531,0.00419,0.0,0.147,0.537,128.077,3.550883333333333,4
543,44,544,Fetty Wap featuring Monty,My Way,2015,Fetty Wap,Fetty Wap My Way,Monty,0.748,0.741,6,-3.103,1,0.0531,0.00419,0.0,0.147,0.537,128.077,3.550883333333333,4
544,45,545,Sam Hunt,Take Your Time,2015,Sam Hunt,Sam Hunt Take Your Time,Sam Hunt,0.558,0.719,11,-5.603,1,0.0419,0.101,0.0,0.212,0.483,158.031,4.0617833333333335,4
545,46,546,Maroon 5,Animals,2015,Maroon 5,Maroon 5 Animals,Maroon 5,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,3.850216666666667,4
546,47,547,Big Sean featuring E-40,I Don't Fuck with You,2015,Big Sean,Big Sean I Don't Fuck with You,Big Sean,0.824,0.733,1,-5.475,1,0.0613,0.0355,0.0,0.324,0.393,97.971,4.7397833333333335,4
546,47,547,Big Sean featuring E-40,I Don't Fuck with You,2015,Big Sean,Big Sean I Don't Fuck with You,E-40,0.824,0.733,1,-5.475,1,0.0613,0.0355,0.0,0.324,0.393,97.971,4.7397833333333335,4
547,48,548,Rihanna,Bitch Better Have My Money,2015,Rihanna,Rihanna Bitch Better Have My Money,Rihanna,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,3.6551,4
548,49,549,Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",2015,Rich Homie,"Rich Homie Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,0.676,0.615,6,-7.534,0,0.0496,0.0384,0.0,0.341,0.883,163.993,2.9445833333333336,4
549,50,550,T-Wayne,Nasty Freestyle,2015,T-Wayne,T-Wayne Nasty Freestyle,T-Wayne,0.779,0.472,11,-7.116,1,0.218,0.0577,0.0,0.114,0.412,135.051,2.3702,4
550,51,551,"Nicki Minaj featuring Drake, Lil Wayne and Chris Brown",Only,2015,Nicki Minaj,Nicki Minaj Only,Nicki Minaj,0.573,0.495,8,-7.245,0,0.592,0.405,0.0,0.0969,0.255,179.196,5.20045,3
550,51,551,"Nicki Minaj featuring Drake, Lil Wayne and Chris Brown",Only,2015,Nicki Minaj,Nicki Minaj Only,Drake,0.573,0.495,8,-7.245,0,0.592,0.405,0.0,0.0969,0.255,179.196,5.20045,3
550,51,551,"Nicki Minaj featuring Drake, Lil Wayne and Chris Brown",Only,2015,Nicki Minaj,Nicki Minaj Only,Lil Wayne,0.573,0.495,8,-7.245,0,0.592,0.405,0.0,0.0969,0.255,179.196,5.20045,3
550,51,551,"Nicki Minaj featuring Drake, Lil Wayne and Chris Brown",Only,2015,Nicki Minaj,Nicki Minaj Only,Chris Brown,0.573,0.495,8,-7.245,0,0.592,0.405,0.0,0.0969,0.255,179.196,5.20045,3
551,52,552,Sia,Elastic Heart,2015,Sia,Sia Elastic Heart,Sia,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,4.286666666666667,4
552,53,553,Demi Lovato,Cool for the Summer,2015,Demi Lovato,Demi Lovato Cool for the Summer,Demi Lovato,0.583,0.61,5,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06,3.579,4
553,54,554,X Ambassadors,Renegades,2015,X Ambassadors,X Ambassadors Renegades,X Ambassadors,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,3.2533333333333334,4
554,55,555,Usher featuring Juicy J,I Don't Mind,2015,Usher featuring,Usher  I Don't Mind,Usher,0.87,0.464,4,-8.337,1,0.178,0.205,0.0,0.0902,0.457,112.974,4.199816666666667,4
554,55,555,Usher featuring Juicy J,I Don't Mind,2015,Usher featuring,Usher  I Don't Mind,Juicy J,0.87,0.464,4,-8.337,1,0.178,0.205,0.0,0.0902,0.457,112.974,4.199816666666667,4
555,56,556,Ariana Grande and The Weeknd,Love Me Harder,2015,Ariana Grande,Ariana Grande Love Me Harder,Ariana Grande,0.472,0.714,1,-4.389,0,0.0334,0.00937,0.0,0.0764,0.24,98.992,3.93555,4
555,56,556,Ariana Grande and The Weeknd,Love Me Harder,2015,Ariana Grande,Ariana Grande Love Me Harder,The Weeknd,0.472,0.714,1,-4.389,0,0.0334,0.00937,0.0,0.0764,0.24,98.992,3.93555,4
556,57,557,Taylor Swift,Wildest Dreams,2015,Taylor Swift,Taylor Swift Wildest Dreams,Taylor Swift,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,3.674,4
557,58,558,Sam Smith,Stay with Me,2015,Sam Smith,Sam Smith Stay with Me,Sam Smith,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,2.8787333333333334,4
558,59,559,DJ Snake and AlunaGeorge,You Know You Like It,2015,DJ Snake,DJ Snake You Know You Like It,DJ Snake,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196.093,4.1211166666666665,4
558,59,559,DJ Snake and AlunaGeorge,You Know You Like It,2015,DJ Snake,DJ Snake You Know You Like It,AlunaGeorge,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196.093,4.1211166666666665,4
559,60,560,Fall Out Boy,Uma Thurman,2015,Fall Out,Fall Out Uma Thurman,Fall Out Boy,0.622,0.961,4,-2.616,0,0.0669,0.102,0.00016,0.264,0.687,149.962,3.5262166666666666,4
560,61,561,Beyoncé,7/11,2015,Beyoncé,Beyoncé 7/11,Beyoncé,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024,3.55845,4
561,62,562,Selena Gomez,The Heart Wants What It Wants,2015,Selena Gomez,Selena Gomez The Heart Wants What It Wants,Selena Gomez,0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83.066,3.78955,4
562,63,563,Little Big Town,Girl Crush,2015,Little Big,Little Big Girl Crush,Little Big Town,0.5,0.225,0,-10.22,1,0.0302,0.842,0.0,0.112,0.355,173.788,3.222,3
563,64,564,Trey Songz,Slow Motion,2015,Trey Songz,Trey Songz Slow Motion,Trey Songz,0.733,0.408,7,-7.834,0,0.0388,0.679,3.92e-05,0.11,0.291,94.947,3.2975666666666665,4
564,65,565,One Direction,Drag Me Down,2015,One Direction,One Direction Drag Me Down,One Direction,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113,3.202,4
565,66,566,Nicki Minaj featuring Drake and Lil Wayne,Truffle Butter,2015,Nicki Minaj,Nicki Minaj Truffle Butter,Nicki Minaj,0.887,0.673,10,-6.846,0,0.0503,0.0743,4.06e-05,0.124,0.491,105.113,3.653783333333333,4
565,66,566,Nicki Minaj featuring Drake and Lil Wayne,Truffle Butter,2015,Nicki Minaj,Nicki Minaj Truffle Butter,Drake,0.887,0.673,10,-6.846,0,0.0503,0.0743,4.06e-05,0.124,0.491,105.113,3.653783333333333,4
565,66,566,Nicki Minaj featuring Drake and Lil Wayne,Truffle Butter,2015,Nicki Minaj,Nicki Minaj Truffle Butter,Lil Wayne,0.887,0.673,10,-6.846,0,0.0503,0.0743,4.06e-05,0.124,0.491,105.113,3.653783333333333,4
566,67,567,Ariana Grande,One Last Time,2015,Ariana Grande,Ariana Grande One Last Time,Ariana Grande,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,3.2877833333333335,4
567,68,568,Nick Jonas,Chains,2015,Nick Jonas,Nick Jonas Chains,Nick Jonas,0.589,0.611,0,-5.881,0,0.0459,0.0151,0.0,0.0757,0.121,76.006,3.3851166666666668,4
568,69,569,Meek Mill featuring Chris Brown and Nicki Minaj,All Eyes on You,2015,Meek Mill,Meek Mill All Eyes on You,Meek Mill,0.589,0.658,11,-5.288,0,0.203,0.0242,0.0,0.118,0.251,77.521,3.7328833333333336,4
568,69,569,Meek Mill featuring Chris Brown and Nicki Minaj,All Eyes on You,2015,Meek Mill,Meek Mill All Eyes on You,Chris Brown,0.589,0.658,11,-5.288,0,0.203,0.0242,0.0,0.118,0.251,77.521,3.7328833333333336,4
568,69,569,Meek Mill featuring Chris Brown and Nicki Minaj,All Eyes on You,2015,Meek Mill,Meek Mill All Eyes on You,Nicki Minaj,0.589,0.658,11,-5.288,0,0.203,0.0242,0.0,0.118,0.251,77.521,3.7328833333333336,4
569,70,570,Rae Sremmurd,No Type,2015,Rae Sremmurd,Rae Sremmurd No Type,Rae Sremmurd,0.891,0.486,6,-7.803,1,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,3.3346666666666667,4
570,71,571,Vance Joy,Riptide,2015,Vance Joy,Vance Joy Riptide,Vance Joy,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,3.4046666666666665,4
571,72,572,Jidenna featuring Roman GianArthur,Classic Man,2015,Jidenna featuring,Jidenna  Classic Man,Jidenna,0.79,0.585,8,-6.058,1,0.0348,0.185,0.0,0.292,0.585,94.072,3.7666666666666666,4
571,72,572,Jidenna featuring Roman GianArthur,Classic Man,2015,Jidenna featuring,Jidenna  Classic Man,Roman GianArthur,0.79,0.585,8,-6.058,1,0.0348,0.185,0.0,0.292,0.585,94.072,3.7666666666666666,4
572,73,573,Elle King,Ex's & Oh's,2015,Elle King,Elle King Ex's & Oh's,Elle King,0.612,0.921,7,-2.879,1,0.0848,0.0183,0.0,0.0576,0.453,139.986,3.36955,4
573,74,574,Meghan Trainor,Dear Future Husband,2015,Meghan Trainor,Meghan Trainor Dear Future Husband,Meghan Trainor,0.655,0.782,1,-4.789,1,0.185,0.375,0.0,0.317,0.832,79.427,3.07045,4
574,75,575,Charlie Puth featuring Meghan Trainor,Marvin Gaye,2015,Charlie Puth,Charlie Puth Marvin Gaye,Charlie Puth,0.795,0.616,1,-5.281,0,0.06,0.417,0.0,0.349,0.815,110.015,3.1742166666666667,4
574,75,575,Charlie Puth featuring Meghan Trainor,Marvin Gaye,2015,Charlie Puth,Charlie Puth Marvin Gaye,Meghan Trainor,0.795,0.616,1,-5.281,0,0.06,0.417,0.0,0.349,0.815,110.015,3.1742166666666667,4
575,76,576,Meghan Trainor featuring John Legend,Like I'm Gonna Lose You,2015,Meghan Trainor,Meghan Trainor Like I'm Gonna Lose You,Meghan Trainor,0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038,3.7508833333333333,3
575,76,576,Meghan Trainor featuring John Legend,Like I'm Gonna Lose You,2015,Meghan Trainor,Meghan Trainor Like I'm Gonna Lose You,John Legend,0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038,3.7508833333333333,3
576,77,577,Tove Lo,Habits (Stay High),2015,Tove Lo,Tove Lo Habits (Stay High),Tove Lo,0.729,0.65,5,-3.539,1,0.0313,0.0702,6.69e-05,0.0829,0.347,110.02,3.486,4
577,78,578,James Newton Howard featuring Jennifer Lawrence,The Hanging Tree,2015,James Newton,James Newton The Hanging Tree,James Newton Howard,0.213,0.0743,9,-18.071,0,0.0408,0.344,3.45e-05,0.212,0.145,53.863,3.641783333333333,4
577,78,578,James Newton Howard featuring Jennifer Lawrence,The Hanging Tree,2015,James Newton,James Newton The Hanging Tree,Jennifer Lawrence,0.213,0.0743,9,-18.071,0,0.0408,0.344,3.45e-05,0.212,0.145,53.863,3.641783333333333,4
578,79,579,O.T. Genasis,CoCo,2015,O.T. Genasis,O.T. Genasis CoCo,O.T. Genasis,0.886,0.628,8,-5.949,1,0.131,0.00215,1.15e-05,0.31,0.178,119.906,3.9929,4
579,80,580,"Jessie J, Ariana Grande and Nicki Minaj",Bang Bang,2015,"Jessie J,","Jessie J, Bang Bang",Jessie J,0.706,0.786,0,-3.417,0,0.091,0.26,0.0,0.38,0.751,150.028,3.3231166666666665,4
579,80,580,"Jessie J, Ariana Grande and Nicki Minaj",Bang Bang,2015,"Jessie J,","Jessie J, Bang Bang",Ariana Grande,0.706,0.786,0,-3.417,0,0.091,0.26,0.0,0.38,0.751,150.028,3.3231166666666665,4
579,80,580,"Jessie J, Ariana Grande and Nicki Minaj",Bang Bang,2015,"Jessie J,","Jessie J, Bang Bang",Nicki Minaj,0.706,0.786,0,-3.417,0,0.091,0.26,0.0,0.38,0.751,150.028,3.3231166666666665,4
580,81,581,Sam Smith,Lay Me Down,2015,Sam Smith,Sam Smith Lay Me Down,Sam Smith,0.468,0.19,4,-11.138,1,0.0373,0.919,0.0,0.107,0.326,125.319,3.658933333333333,4
580,81,581,Sam Smith,Lay Me Down,2015,Sam Smith,Sam Smith Lay Me Down,John Legend,0.468,0.19,4,-11.138,1,0.0373,0.919,0.0,0.107,0.326,125.319,3.658933333333333,4
581,82,582,ILoveMakonnen featuring Drake,Tuesday,2015,ILoveMakonnen featuring,ILoveMakonnen  Tuesday,ILOVEMAKONNEN,0.77,0.664,0,-5.604,1,0.211,0.215,0.000118,0.105,0.472,140.163,5.36645,4
581,82,582,ILoveMakonnen featuring Drake,Tuesday,2015,ILoveMakonnen featuring,ILoveMakonnen  Tuesday,Drake,0.77,0.664,0,-5.604,1,0.211,0.215,0.000118,0.105,0.472,140.163,5.36645,4
582,83,583,iLoveMemphis,Hit the Quan,2015,iLoveMemphis,iLoveMemphis Hit the Quan,iLoveMemphis,0.741,0.488,8,-8.253,1,0.362,0.000235,0.0,0.0488,0.625,160.018,3.0180166666666666,4
583,84,584,"Macklemore & Ryan Lewis featuring Eric Nally, Melle Mel, Kool Moe Dee and Grandmaster Caz",Downtown,2015,Macklemore &,Macklemore & Downtown,Macklemore & Ryan Lewis,0.828,0.609,1,-4.402,1,0.0694,0.0916,1.21e-06,0.291,0.707,109.725,4.87655,4
583,84,584,"Macklemore & Ryan Lewis featuring Eric Nally, Melle Mel, Kool Moe Dee and Grandmaster Caz",Downtown,2015,Macklemore &,Macklemore & Downtown,Grandmaster Melle Mel,0.828,0.609,1,-4.402,1,0.0694,0.0916,1.21e-06,0.291,0.707,109.725,4.87655,4
583,84,584,"Macklemore & Ryan Lewis featuring Eric Nally, Melle Mel, Kool Moe Dee and Grandmaster Caz",Downtown,2015,Macklemore &,Macklemore & Downtown,Grandmaster Caz,0.828,0.609,1,-4.402,1,0.0694,0.0916,1.21e-06,0.291,0.707,109.725,4.87655,4
583,84,584,"Macklemore & Ryan Lewis featuring Eric Nally, Melle Mel, Kool Moe Dee and Grandmaster Caz",Downtown,2015,Macklemore &,Macklemore & Downtown,Kool Moe Dee,0.828,0.609,1,-4.402,1,0.0694,0.0916,1.21e-06,0.291,0.707,109.725,4.87655,4
583,84,584,"Macklemore & Ryan Lewis featuring Eric Nally, Melle Mel, Kool Moe Dee and Grandmaster Caz",Downtown,2015,Macklemore &,Macklemore & Downtown,Eric Nally,0.828,0.609,1,-4.402,1,0.0694,0.0916,1.21e-06,0.291,0.707,109.725,4.87655,4
